term,term_label,parent_term,parent_label
ENVO:00000350,somma volcano,ENVO:00000247,volcano
ENVO:00000351,volcanic arc,ENVO:00000220,archipelago
ENVO:00000352,continental arc,ENVO:00000351,volcanic arc
ENVO:00000353,island arc,ENVO:00000351,volcanic arc
ENVO:00000354,volcanic field,ENVO:01001851,geothermally active field
ENVO:00000355,monogenetic volcanic field,ENVO:00000354,volcanic field
ENVO:00000356,pyroclastic cone,ENVO:00000398,volcanic cone
ENVO:00000357,lock,ENVO:00000010,transport feature
ENVO:00000358,area of protected biodiversity,ENVO:01001567,protected area
ENVO:00000359,natural monument,ENVO:01000951,natural environment
ENVO:00000360,area of national forest,ENVO:00000358,area of protected biodiversity
ENVO:00000361,site of special scientific interest,ENVO:00000358,area of protected biodiversity
ENVO:00000362,marine park area,ENVO:00000358,area of protected biodiversity
ENVO:00000363,area designated as a nature reserve,ENVO:00000358,area of protected biodiversity
ENVO:00000364,national wildlife refuge,ENVO:00000374,wildlife management area
ENVO:00000365,Ramsar site,ENVO:00000363,area designated as a nature reserve
ENVO:00000366,area designated as a national nature reserve,ENVO:00000358,area of protected biodiversity
ENVO:00000367,IUCN national park,ENVO:01001169,area protected according to IUCN guidelines
ENVO:00000368,ephemeral island,ENVO:00000098,island
ENVO:00000369,brine pool,ENVO:01001308,hydroform
ENVO:00000370,tuya,ENVO:00000247,volcano
ENVO:00000371,complex volcano,ENVO:00000247,volcano
ENVO:00000372,pyroclastic shield volcano,ENVO:00000403,shield volcano
ENVO:00000374,wildlife management area,ENVO:00000358,area of protected biodiversity
ENVO:00000375,world heritage site,ENVO:01001567,protected area
ENVO:00000376,biosphere reserve,ENVO:00000358,area of protected biodiversity
ENVO:00000378,canal head reservoir,ENVO:00000025,reservoir
ENVO:00000380,ice shelf,ENVO:01001547,land ice mass
ENVO:00000381,massif,ENVO:00000176,elevation
ENVO:00000382,lake shore,ENVO:00000304,shore
ENVO:00000383,stream bed,ENVO:00000501,submerged bed
ENVO:00000384,river bed,ENVO:00000383,stream bed
ENVO:00000385,stream mouth,ENVO:01001308,hydroform
ENVO:00000386,river mouth,ENVO:00000385,stream mouth
ENVO:00000387,container of an intermittent lake,ENVO:00000549,container of an intermittent water body
ENVO:00000389,intermittent wetland,ENVO:01001209,wetland ecosystem
ENVO:00000390,mountain spur,ENVO:01001489,spur
ENVO:00000391,land bridge,ENVO:00000174,isthmus
ENVO:00000392,ice tongue,ENVO:01001345,floating ice mass
ENVO:00000393,sound,ENVO:00000137,coastal inlet
ENVO:00000394,strait,ENVO:00000395,channel of a watercourse
ENVO:00000398,volcanic cone,ENVO:00000094,volcanic feature
ENVO:00000399,ash cone,ENVO:00000398,volcanic cone
ENVO:00000400,cinder cone,ENVO:00000398,volcanic cone
ENVO:00000401,spatter cone,ENVO:00000398,volcanic cone
ENVO:00000402,mud volcano,ENVO:00000247,volcano
ENVO:00000403,shield volcano,ENVO:00000247,volcano
ENVO:00000404,stratovolcano,ENVO:00000247,volcano
ENVO:00000406,mid-ocean ridge,ENVO:01000044,marine pelagic feature
ENVO:00000407,subglacial volcano,ENVO:00000247,volcano
ENVO:00000408,volcanic fissure,ENVO:00000247,volcano
ENVO:00000409,whirlpool,ENVO:01000067,marine current
ENVO:00000410,kipuka,ENVO:00000176,elevation
ENVO:00000411,ford,ENVO:00000010,transport feature
ENVO:00000412,tidal watercourse,ENVO:00000029,watercourse
ENVO:00000413,pingo,ENVO:00000176,elevation
ENVO:00000414,natural arch,ENVO:00000191,solid astronomical body part
ENVO:00000415,raised beach,ENVO:00000091,beach
ENVO:00000417,machair,ENVO:00000415,raised beach
ENVO:00000418,ria,ENVO:00000100,valley
ENVO:00000419,stack,ENVO:00000176,elevation
ENVO:00000420,tombolo,ENVO:00000167,bar
ENVO:00000421,wave-cut platform,ENVO:00000191,solid astronomical body part
ENVO:00000422,limestone pavement,ENVO:00000175,karst
ENVO:00000423,river island,ENVO:00000098,island
ENVO:00000424,lake island,ENVO:00000098,island
ENVO:00000426,ocean floor,ENVO:01001378,marine bed
ENVO:00000427,meander,ENVO:01000813,astronomical body part
ENVO:00000428,biome,ENVO:01001110,ecosystem
ENVO:00000429,arete,ENVO:00000283,ridge
ENVO:00000430,dirt cone,ENVO:00000191,solid astronomical body part
ENVO:00000431,drumlin field,ENVO:00000082,hill range
ENVO:00000432,monadnock,ENVO:00000477,mount
ENVO:00000433,kame terrace,ENVO:00000508,terrace
ENVO:00000434,outwash fan,ENVO:00000086,plain
ENVO:00000435,proglacial lake,ENVO:00000488,glacial lake
ENVO:00000436,tunnel valley,ENVO:00000248,glacial valley
ENVO:00000437,Nye channel,ENVO:00000436,tunnel valley
ENVO:00000438,alas,ENVO:00000309,depression
ENVO:00000439,dell,ENVO:00000100,valley
ENVO:00000440,rock shelter,ENVO:00000067,cave
ENVO:00000441,terracette,ENVO:00000283,ridge
ENVO:00000442,maelstrom,ENVO:00000409,whirlpool
ENVO:00000443,flood control reservoir,ENVO:00000025,reservoir
ENVO:00000444,woodland clearing,ENVO:01000352,field
ENVO:00000445,transvasement,ENVO:00000072,aquaduct
ENVO:00000446,terrestrial biome,ENVO:00000428,biome
ENVO:00000447,marine biome,ENVO:00002030,aquatic biome
ENVO:00000448,hydroelectric reservoir,ENVO:00000025,reservoir
ENVO:00000449,drinking water reservoir,ENVO:00000025,reservoir
ENVO:00000451,amenity lake,ENVO:00000377,artificial lake
ENVO:00000452,ribbon lake,ENVO:00000020,lake
ENVO:00000453,liman,ENVO:01000617,lentic water body
ENVO:00000454,turlough,ENVO:00000387,container of an intermittent lake
ENVO:00000455,tarn,ENVO:00000020,lake
ENVO:00000456,tidewater glacier,ENVO:00000133,glacier
ENVO:00000457,plateau glacier,ENVO:00000133,glacier
ENVO:00000458,valley glacier,ENVO:00000133,glacier
ENVO:00000459,outlet glacier,ENVO:00000133,glacier
ENVO:00000460,penplain,ENVO:00000086,plain
ENVO:00000461,pseudocrater,ENVO:00000514,crater
ENVO:00000462,polygenetic volcanic field,ENVO:00000354,volcanic field
ENVO:00000463,harbor,ENVO:01000813,astronomical body part
ENVO:00000464,artificial harbor,ENVO:00000463,harbor
ENVO:00000465,natural harbor,ENVO:00000463,harbor
ENVO:00000467,university campus,ENVO:00000070,human construction
ENVO:00000468,hydroelectric dam,ENVO:00000074,dam
ENVO:00000469,research facility,ENVO:00000070,human construction
ENVO:00000470,irrigation dam,ENVO:00000074,dam
ENVO:00000471,flood control dam,ENVO:00000074,dam
ENVO:00000472,backwater,ENVO:00000029,watercourse
ENVO:00000473,gravel pit,ENVO:00000284,quarry
ENVO:00000474,cut,ENVO:00000002,anthropogenic geographic feature
ENVO:00000475,inlet,ENVO:00000012,hydrographic feature
ENVO:00000476,lake inlet,ENVO:00000475,inlet
ENVO:00000477,mount,ENVO:00000176,elevation
ENVO:00000479,mouth,ENVO:00000029,watercourse
ENVO:00000480,peak,ENVO:00000191,solid astronomical body part
ENVO:00000481,pinnacle,ENVO:00000176,elevation
ENVO:00000482,sea floor,ENVO:01001378,marine bed
ENVO:00000483,plunge pool,ENVO:01001308,hydroform
ENVO:00000484,polynya,ENVO:01000617,lentic water body
ENVO:00000485,sea shore,ENVO:00000304,shore
ENVO:00000486,shoreline,BFO_0000146,two-dimensional continuant fiat boundary
ENVO:00000487,paternoster lake,ENVO:00000488,glacial lake
ENVO:00000488,glacial lake,ENVO:00000020,lake
ENVO:00000489,palsa,ENVO:01001568,frost heave
ENVO:00000490,consequent stream,ENVO:00000023,stream
ENVO:00000491,subsequent stream,ENVO:00000023,stream
ENVO:00000492,resequent stream,ENVO:00000023,stream
ENVO:00000493,obsequent stream,ENVO:00000023,stream
ENVO:00000494,insequent stream,ENVO:00000023,stream
ENVO:00000495,tributary,ENVO:00000023,stream
ENVO:00000496,rill,ENVO:00000309,depression
ENVO:00000497,rincon,ENVO:00000427,meander
ENVO:00000498,volcanic dike,ENVO:01000671,dike
ENVO:00000499,trough,ENVO:00000309,depression
ENVO:00000500,beaver dam,ENVO:00005803,animal habitation
ENVO:00000502,container of an intermittent saline lake,ENVO:00000387,container of an intermittent lake
ENVO:00000503,container of an intermittent oxbow lake,ENVO:00000387,container of an intermittent lake
ENVO:00000504,container of an intermittent pond,ENVO:00000549,container of an intermittent water body
ENVO:00000505,underground irrigation canal,ENVO:00000061,underground water body
ENVO:00000506,intermittently filled reservoir,ENVO:00000549,container of an intermittent water body
ENVO:00000507,wadi mouth,ENVO:00000479,mouth
ENVO:00000508,terrace,ENVO:00000191,solid astronomical body part
ENVO:00000511,blanket bog,ENVO:00000044,peatland
ENVO:00000512,pond bed,ENVO:00000501,submerged bed
ENVO:00000513,reservoir bed,ENVO:00000501,submerged bed
ENVO:00000514,crater,ENVO:00000309,depression
ENVO:00000515,road cut,ENVO:00000474,cut
ENVO:00000516,hummock,ENVO:00000176,elevation
ENVO:00000517,lost stream,ENVO:00000023,stream
ENVO:00000518,ditch mouth,ENVO:00000479,mouth
ENVO:00000520,landslide,ENVO:00000191,solid astronomical body part
ENVO:00000521,rockfall,ENVO:00000520,landslide
ENVO:00000522,canal tunnel,ENVO:00000066,man-made tunnel
ENVO:00000523,cutoff,ENVO:00000395,channel of a watercourse
ENVO:00000524,abandoned watercourse,ENVO:00000309,depression
ENVO:00000525,canalized stream,ENVO:00000023,stream
ENVO:00000526,cleft,ENVO:00000191,solid astronomical body part
ENVO:00000527,interfluve,ENVO:00000176,elevation
ENVO:00000528,ice cap ridge,ENVO:00000283,ridge
ENVO:00000529,beach ridge,ENVO:00000283,ridge
ENVO:00000530,apron,ENVO:00002000,slope
ENVO:00000531,ice cap depression,ENVO:00000309,depression
ENVO:00000533,landfill,ENVO:00000309,depression
ENVO:00000535,weir,ENVO:00000074,dam
ENVO:00000536,moatan,ENVO:00000309,depression
ENVO:00000537,boulder field,ENVO:00000191,solid astronomical body part
ENVO:00000538,arrugado,ENVO:00000191,solid astronomical body part
ENVO:00000539,sill,ENVO:00000176,elevation
ENVO:00000540,brackish lake,ENVO:01001321,brackish water body
ENVO:00000542,kame,ENVO:00000176,elevation
ENVO:00000543,swale,ENVO:00000309,depression
ENVO:00000544,leat,ENVO:00000121,artificial channel
ENVO:00000545,shingle beach,ENVO:00000091,beach
ENVO:00000546,lake sediment,ENVO:00002007,sediment
ENVO:00000547,waterhole,ENVO:00000033,pond
ENVO:00000549,container of an intermittent water body,ENVO:00000309,depression
ENVO:00000551,endorheic basin,ENVO:00000291,drainage basin
ENVO:00000552,talik,ENVO:01001781,part of a landmass
ENVO:00000553,multipurpose dam,ENVO:00000074,dam
ENVO:00000554,saddle dam,ENVO:00000074,dam
ENVO:00000555,check dam,ENVO:00000074,dam
ENVO:00000556,wing dam,ENVO:00000074,dam
ENVO:00000557,dry dam,ENVO:00000074,dam
ENVO:00000558,diversionary dam,ENVO:00000074,dam
ENVO:00000559,weapons test site,ENVO:00000002,anthropogenic geographic feature
ENVO:00000560,nuclear weapons test site,ENVO:00000559,weapons test site
ENVO:00000561,military training area,ENVO:00000002,anthropogenic geographic feature
ENVO:00000562,park,ENVO:00000002,anthropogenic geographic feature
ENVO:00000563,pier,ENVO:00000010,transport feature
ENVO:00000564,archeological site,BFO_0000029,site
ENVO:00000565,sports facility,ENVO:00000070,human construction
ENVO:00000566,winter sports facility,ENVO:00000565,sports facility
ENVO:00000567,calanque,ENVO:00000100,valley
ENVO:00000856,city,ENVO:01000658,dense settlement
ENVO:00000873,freshwater biome,ENVO:00002030,aquatic biome
ENVO:00000893,xeric basin biome,ENVO:00000873,freshwater biome
ENVO:00001996,mine drainage,ENVO:00000029,watercourse
ENVO:00001997,acid mine drainage,ENVO:00001996,mine drainage
ENVO:00001999,marine water body,ENVO:01001308,hydroform
ENVO:00002001,waste water,ENVO:00002186,contaminated water
ENVO:00002003,fecal material,ENVO:02000022,excreta material
ENVO:00002007,sediment,ENVO:00010483,environmental material
ENVO:00002008,dust,ENVO:01000060,particulate matter
ENVO:00002010,saline water,ENVO:00002006,liquid water
ENVO:00002011,fresh water,ENVO:00002006,liquid water
ENVO:00002012,hypersaline water,ENVO:00002010,saline water
ENVO:00002013,igneous rock,ENVO:00001995,rock
ENVO:00002014,plutonic rock,ENVO:00002013,igneous rock
ENVO:00002015,volcanic rock,ENVO:00001995,rock
ENVO:00002016,sedimentary rock,ENVO:00001995,rock
ENVO:00002017,metamorphic rock,ENVO:00001995,rock
ENVO:00002018,sewage,ENVO:00002001,waste water
ENVO:00002019,brackish water,ENVO:00002010,saline water
ENVO:00002030,aquatic biome,ENVO:00000428,biome
ENVO:00002033,carcass,ENVO:01001814,organic object
ENVO:00002034,biofilm,ENVO:01000549,mass of biological material
ENVO:00002035,meteorite,ENVO:01001687,mass of solid material
ENVO:00002044,sludge,ENVO:0010001,anthropogenic environmental material
ENVO:00002045,anaerobic sediment,ENVO:00002007,sediment
ENVO:00002047,urine material,ENVO:02000022,excreta material
ENVO:00002048,chondrite,ENVO:00002049,stony meteorite
ENVO:00002050,achondrite,ENVO:00002049,stony meteorite
ENVO:00002051,stony-iron meteorite,ENVO:00002035,meteorite
ENVO:00002052,iron meteorite,ENVO:00002035,meteorite
ENVO:00002053,limestone,ENVO:00002016,sedimentary rock
ENVO:00002054,chalk,ENVO:00002053,limestone
ENVO:00002055,sandstone,ENVO:01000271,clastic sedimentary rock
ENVO:00002056,shale,ENVO:01000271,clastic sedimentary rock
ENVO:00002059,biosolids,ENVO:00002044,sludge
ENVO:00002060,oil sludge,ENVO:00002176,contaminated sludge
ENVO:00002061,oil spill,ENVO:00002204,anthropogenic contamination feature
ENVO:00002063,oil seep,ENVO:01001477,liquid astronomical body part
ENVO:00002113,deep marine sediment,ENVO:03000033,marine sediment
ENVO:00002114,chemically enriched sediment,ENVO:00002007,sediment
ENVO:00002115,petroleum enriched sediment,ENVO:00002202,organically enriched sediment
ENVO:00002116,contaminated soil,ENVO:00003082,enriched soil
ENVO:00002117,creosote contaminated soil,ENVO:00002116,contaminated soil
ENVO:00002119,alkaline hot spring,ENVO:00000051,hot spring
ENVO:00002120,acid hot spring,ENVO:00000051,hot spring
ENVO:00002122,arsenic-rich mud,ENVO:01000001,mud
ENVO:00002123,bioreactor,ENVO:01001816,biomaterial containment unit
ENVO:00002124,anaerobic bioreactor,ENVO:00002123,bioreactor
ENVO:00002125,anaerobic dechlorinating bioreactor,ENVO:00002124,anaerobic bioreactor
ENVO:00002126,aerobic bioreactor,ENVO:00002123,bioreactor
ENVO:00002130,hypolimnion,ENVO:01000283,lake layer
ENVO:00002131,epilimnion,ENVO:01000283,lake layer
ENVO:00002132,metalimnion,ENVO:00002269,thermocline
ENVO:00002133,anaerobic mud,ENVO:01000001,mud
ENVO:00002137,brackish estuary,ENVO:00000045,estuary
ENVO:00002139,pebble,ENVO:00000339,piece of rock
ENVO:00002140,cobble,ENVO:00000339,piece of rock
ENVO:00002141,leachate,ENVO:00002006,liquid water
ENVO:00002144,cave wall,ENVO:01001311,solid surface layer
ENVO:00002145,chromate contaminated soil,ENVO:00003081,metal contaminated soil
ENVO:00002146,xylene contaminated soil,ENVO:00002116,contaminated soil
ENVO:00002147,coal mine lake sediment,ENVO:00000546,lake sediment
ENVO:00002149,sea water,ENVO:00002010,saline water
ENVO:00002150,coastal sea water,ENVO:00002149,sea water
ENVO:00002152,biofilter,ENVO:00002123,bioreactor
ENVO:00002156,Superfund site,ENVO:01001264,area designated for waste storage
ENVO:00002160,estuarine mud,ENVO:01000001,mud
ENVO:00002173,hospital,ENVO:01000781,public building
ENVO:00002178,iron-reducing zone of petroleum contaminated sediment,ENVO:01000408,environmental zone
ENVO:00002180,naphthalene enriched sediment,ENVO:00002202,organically enriched sediment
ENVO:00002181,neutral hot spring,ENVO:00000051,hot spring
ENVO:00002182,nitrobenzene enriched sediment,ENVO:00002202,organically enriched sediment
ENVO:00002183,oil tank,ENVO:00003074,manufactured product
ENVO:00002191,animal litter,ENVO:00010483,environmental material
ENVO:00002196,aquarium,ENVO:00010622,vivarium
ENVO:00002197,saline water aquarium,ENVO:00002196,aquarium
ENVO:00002198,fresh water aquarium,ENVO:00002196,aquarium
ENVO:00002200,sea ice,ENVO:01001557,water-body-derived ice
ENVO:00002201,cis-dichloroethane contaminated sediment,ENVO:00002202,organically enriched sediment
ENVO:00002202,organically enriched sediment,ENVO:00002114,chemically enriched sediment
ENVO:00002203,inorganically enriched sediment,ENVO:00002114,chemically enriched sediment
ENVO:00002205,unexploded-ordnance dump,ENVO:00000533,landfill
ENVO:00002209,saline lake sediment,ENVO:00000546,lake sediment
ENVO:00002214,power plant,ENVO:00003861,industrial building
ENVO:00002215,geothermal power plant,ENVO:00002214,power plant
ENVO:00002221,shop,ENVO:01001222,commercial building
ENVO:00002222,food shop,ENVO:00002221,shop
ENVO:00002223,oligotrophic water,ENVO:00002006,liquid water
ENVO:00002224,eutrophic water,ENVO:00002006,liquid water
ENVO:00002225,mesotrophic water,ENVO:00002006,liquid water
ENVO:00002226,borehole,ENVO:03000117,channel
ENVO:00002230,anthrosol,ENVO:0010001,anthropogenic environmental material
ENVO:00002231,alisol,ENVO:00001998,soil
ENVO:00002233,albeluvisol,ENVO:00001998,soil
ENVO:00002236,cryosol,ENVO:01001526,frozen soil
ENVO:00002238,durisol,ENVO:00001998,soil
ENVO:00002239,calcisol,ENVO:00001998,soil
ENVO:00002241,leptosol,ENVO:00001998,soil
ENVO:00002242,lixisol,ENVO:00001998,soil
ENVO:00002250,plinthosol,ENVO:00001998,soil
ENVO:00002251,planosol,ENVO:00001998,soil
ENVO:00002253,umbrisol,ENVO:00001998,soil
ENVO:00002258,loam,ENVO:00001998,soil
ENVO:00002263,garden soil,ENVO:00001998,soil
ENVO:00002267,industrial waste material,ENVO:00002264,waste material
ENVO:00002268,sphagnum bog,ENVO:00000044,peatland
ENVO:00002269,thermocline,ENVO:01000258,fluid cline
ENVO:00002270,chemocline,ENVO:01000258,fluid cline
ENVO:00002271,nuclear power plant,ENVO:00002214,power plant
ENVO:00002274,stagnosol,ENVO:00001998,soil
ENVO:00002275,technosol,ENVO:00001998,soil
ENVO:00002277,back-arc basin,ENVO:01000275,structural basin
ENVO:00002450,ocean basin,ENVO:01000275,structural basin
ENVO:00002869,hay,ENVO:0010003,agricultural environmental material
ENVO:00002870,adobe,ENVO:00003074,manufactured product
ENVO:00002871,alluvial soil,ENVO:00001998,soil
